Relationship_ID,Relationship_Type,From_Parameter_ID,From_Parameter_Name,From_Category,To_ID,To_Name,Direction,Strength,Evidence,Notes
(Applicable for Wet Seal)",Inverse,High,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00342,Parameter->Symptom,PAR-BRG-01,Inboard Radial Bearing Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00343,Parameter->Symptom,PAR-BRG-02,Outboard Radial Bearing Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00344,Parameter->Symptom,PAR-BRG-03,Thrust bearing Active Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00345,Parameter->Symptom,PAR-BRG-04,Thrust bearing In-active Temperature,Compressor Bearing Temperature (Source- System-1/other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00346,Parameter->Symptom,PAR-VIB-01,Inboard X probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00347,Parameter->Symptom,PAR-VIB-02,Inboard Y probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00348,Parameter->Symptom,PAR-VIB-03,Outboard X probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00349,Parameter->Symptom,PAR-VIB-04,Outboard Y probe,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00350,Parameter->Symptom,PAR-VIB-05,Axial displacement Probe 1,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00351,Parameter->Symptom,PAR-VIB-06,Axial displacement probe 2,Compressor Vibration/Axial Displacemen (Source- System-1/Other),SYM-14,"High Seal Oil loss
(Applicable for Wet Seal)",Context,Med,X in CC_symptoms.xlsx matrix,Direction/Strength by engineering judgement
REL-00352,Parameter->Parameter,PAR-PROC-02,Speed,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,PAR-PROC-10,Discharge Pressure,Direct,High,Engineering interdependency,Normal running: Higher speed increases head and discharge pressure.
REL-00353,Parameter->Parameter,PAR-PROC-02,Speed,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,PAR-PROC-11,Discharge Temperature,Direct,Med,Engineering interdependency,Normal running: Higher head tends to increase discharge temperature.
REL-00354,Parameter->Parameter,PAR-PROC-09,Suction Strainer (filter) Differential Presure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,PAR-PROC-04,Suction Pressure,Inverse,High,Engineering interdependency,Normal running: Higher inlet restriction reduces suction pressure.
REL-00355,Parameter->Parameter,PAR-PROC-04,Suction Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,PAR-PROC-06,Suction Flow,Direct,Med,Engineering interdependency,Normal running: Higher suction pressure increases density and mass flow for same volumetric flow.
REL-00356,Parameter->Parameter,PAR-PROC-14,Recycle Valve (Anti-Surge Valve) opening %,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,PAR-PROC-12,Discharge Flow,Inverse,Med,Engineering interdependency,Flow meter to process: Higher recycle reduces net discharge flow to process (depends on flow meter location).
REL-00357,Parameter->Parameter,PAR-PROC-10,Discharge Pressure,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,PAR-PROC-19,Power drawn -if motor driven-Current,Direct,High,Engineering interdependency,Normal running: Higher pressure ratio increases power.
REL-00358,Parameter->Parameter,PAR-PROC-12,Discharge Flow,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,PAR-PROC-19,Power drawn -if motor driven-Current,Direct,High,Engineering interdependency,Normal running: Higher mass flow increases power.
REL-00359,Parameter->Parameter,PAR-LO-04,LO Cooler Oil Outlet temperature,Lubrication System,PAR-LO-02,Lube Oil supply temperature,Direct,High,Engineering interdependency,Normal running: Cooler outlet drives bearing supply temperature.
REL-00360,Parameter->Parameter,PAR-PROC-17,Interstage Cooler Cooling Water Inlet Temperature,Process Parameters- Source- OSI/PI/SEEQ/DCS/Other,PAR-LO-04,LO Cooler Oil Outlet temperature,Direct,Med,Engineering interdependency,Normal running: Hotter CW inlet reduces cooling and raises oil outlet temp.
REL-00361,Parameter->Parameter,PAR-DGS-01,Seal Gas Supply Pressure,Sealing System- Dry Gas Seal,PAR-DGS-03,Seal Gas Differential Pressure,Direct,High,Engineering interdependency,Normal running: Supply pressure supports DP across seal (regulated).
